1000,5722.642191,496.3015266
2000,3980.78778,198.263664
5000,2040.89876,68.65110178
10000,1830.16543,531.6355216
15000,1213.618833,698.8292312
20000,932.8131334,361.3836572
30000,928.1863914,712.4156666
40000,914.7487733,697.834569
50000,500.56756,497.0785766
