------- 2018-10-25 16:52:17.401690 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1132.507,           0,           0,   330.42500,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SPREAD      ,       0.000,           1,           0,1           ,    6985.249,           0,         649,   330.42500,     0.63286,     0.27778,     6.01339
OMNICIENT   ,SPREAD      ,       0.000,           1,           0,1           ,    6949.345,           0,         649,   330.42500,     0.63286,     0.27778,     5.98248
OMNICIENT   ,SPREAD      ,       0.000,           1,           0,1           ,    6966.279,           0,         649,   330.42500,     0.63286,     0.27778,     5.99706
OMNICIENT   ,SPREAD      ,       0.000,           1,           0,1           ,    7004.272,           0,         649,   330.42500,     0.63286,     0.27778,     6.02977
OMNICIENT   ,SPREAD      ,       0.000,           1,           0,1           ,    7115.140,           0,         649,   330.42500,     0.63286,     0.27778,     6.12521
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1097.328,           0,           0,     5.95000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     957.007,           0,           0,     5.95000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     958.998,           0,           0,     5.95000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     964.392,           0,           0,     5.95000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     987.035,           0,           0,     5.95000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1087.742,           0,         104,     5.95000,     0.99339,     0.88444,     1.09546
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1030.170,           0,         104,     5.95000,     0.99339,     0.88444,     1.03748
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     953.313,           0,         104,     5.95000,     0.99339,     0.88444,     0.96008
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     942.794,           0,         104,     5.95000,     0.99339,     0.88444,     0.94949
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1013.567,           0,         104,     5.95000,     0.99339,     0.88444,     1.02076
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1038.769,           0,           0,    16.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1037.769,           0,           0,    16.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     985.132,           0,           0,    16.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1030.043,           0,           0,    16.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     978.935,           0,           0,    16.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    7124.774,           0,         205,    16.20000,     0.98200,     0.77222,     7.02550
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    7009.267,           0,         205,    16.20000,     0.98200,     0.77222,     6.91161
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    7360.433,           0,         205,    16.20000,     0.98200,     0.77222,     7.25788
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    7268.036,           0,         205,    16.20000,     0.98200,     0.77222,     7.16677
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    6992.904,           0,         205,    16.20000,     0.98200,     0.77222,     6.89547
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     971.864,           0,           0,    31.15000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1094.005,           0,           0,    31.15000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1266.684,           0,           0,    31.15000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1042.991,           0,           0,    31.15000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     991.656,           0,           0,    31.15000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,1           ,    7090.847,           0,         299,    31.15000,     0.96539,     0.66778,     6.60572
------- 2018-10-25 18:03:28.140256 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     958.400,           0,           0,    17.40000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1074.716,           0,           0,    17.40000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     988.827,           0,           0,    17.40000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     940.376,           0,           0,    17.40000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     985.319,           0,           0,    17.40000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     942.421,           0,          87,    17.40000,     0.98067,     0.90333,     0.95239
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1019.422,           0,          87,    17.40000,     0.98067,     0.90333,     1.03021
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     950.601,           0,          87,    17.40000,     0.98067,     0.90333,     0.96066
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1004.603,           0,          87,    17.40000,     0.98067,     0.90333,     1.01523
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     998.472,           0,          87,    17.40000,     0.98067,     0.90333,     1.00904
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     996.012,           0,           0,    48.32000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     985.895,           0,           0,    48.32000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     950.558,           0,           0,    48.32000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1005.592,           0,           0,    48.32000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1017.383,           0,           0,    48.32000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,     979.335,           0,         172,    48.32000,     0.94631,     0.80889,     0.98814
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1014.739,           0,         172,    48.32000,     0.94631,     0.80889,     1.02386
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1027.661,           0,         172,    48.32000,     0.94631,     0.80889,     1.03690
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1111.148,           0,         172,    48.32000,     0.94631,     0.80889,     1.12114
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1061.661,           0,         172,    48.32000,     0.94631,     0.80889,     1.07121
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     997.757,           0,           0,    86.85600,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1090.947,           0,           0,    86.85600,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1025.146,           0,           0,    86.85600,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1078.776,           0,           0,    86.85600,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     977.751,           0,           0,    86.85600,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1112.007,           0,         240,    86.85600,     0.90349,     0.73222,     1.07536
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1080.279,           0,         240,    86.85600,     0.90349,     0.73222,     1.04468
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1148.959,           0,         240,    86.85600,     0.90349,     0.73222,     1.11110
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1010.258,           0,         240,    86.85600,     0.90349,     0.73222,     0.97697
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1042.342,           0,         240,    86.85600,     0.90349,     0.73222,     1.00799
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1065.405,           0,           0,   129.28480,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1093.112,           0,           0,   129.28480,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1086.532,           0,           0,   129.28480,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1109.849,           0,           0,   129.28480,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1086.623,           0,           0,   129.28480,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1260.740,           0,         298,   129.28480,     0.85635,     0.66778,     1.15844
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1151.618,           0,         298,   129.28480,     0.85635,     0.66778,     1.05818
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1204.273,           0,         298,   129.28480,     0.85635,     0.66778,     1.10656
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1191.109,           0,         298,   129.28480,     0.85635,     0.66778,     1.09446
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1194.546,           0,         298,   129.28480,     0.85635,     0.66778,     1.09762
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1175.297,           0,           0,   173.82784,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1073.421,           0,           0,   173.82784,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1155.070,           0,           0,   173.82784,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1050.747,           0,           0,   173.82784,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1113.164,           0,           0,   173.82784,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1244.210,           0,         351,   173.82784,     0.80686,     0.60889,     1.11735
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1339.593,           0,         351,   173.82784,     0.80686,     0.60889,     1.20300
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1349.117,           0,         351,   173.82784,     0.80686,     0.60889,     1.21156
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1136.210,           0,         351,   173.82784,     0.80686,     0.60889,     1.02036
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1214.412,           0,         351,   173.82784,     0.80686,     0.60889,     1.09059
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1086.578,           0,           0,   223.06880,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1091.897,           0,           0,   223.06880,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1108.719,           0,           0,   223.06880,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1095.146,           0,           0,   223.06880,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1113.433,           0,           0,   223.06880,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1139.651,           0,         392,   223.06880,     0.75215,     0.56333,     1.03684
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1271.814,           0,         392,   223.06880,     0.75215,     0.56333,     1.15708
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1313.557,           0,         392,   223.06880,     0.75215,     0.56333,     1.19506
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1231.232,           0,         392,   223.06880,     0.75215,     0.56333,     1.12016
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1153.927,           0,         392,   223.06880,     0.75215,     0.56333,     1.04983
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1067.213,           0,           0,   273.35728,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1129.320,           0,           0,   273.35728,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1013.693,           0,           0,   273.35728,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1113.463,           0,           0,   273.35728,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1089.783,           0,           0,   273.35728,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1098.563,           0,         421,   273.35728,     0.69627,     0.53111,     1.01466
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1051.675,           0,         421,   273.35728,     0.69627,     0.53111,     0.97135
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1096.240,           0,         421,   273.35728,     0.69627,     0.53111,     1.01251
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1125.483,           0,         421,   273.35728,     0.69627,     0.53111,     1.03952
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1167.655,           0,         421,   273.35728,     0.69627,     0.53111,     1.07847
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1005.458,           0,           0,   321.48376,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1079.770,           0,           0,   321.48376,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     992.012,           0,           0,   321.48376,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1092.259,           0,           0,   321.48376,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1007.999,           0,           0,   321.48376,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1188.128,           0,         453,   321.48376,     0.64280,     0.49556,     1.14740
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1168.203,           0,         453,   321.48376,     0.64280,     0.49556,     1.12815
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1051.787,           0,         453,   321.48376,     0.64280,     0.49556,     1.01573
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1137.658,           0,         453,   321.48376,     0.64280,     0.49556,     1.09866
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1066.920,           0,         453,   321.48376,     0.64280,     0.49556,     1.03034
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1101.313,           0,           0,   364.38636,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1058.701,           0,           0,   364.38636,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1099.205,           0,           0,   364.38636,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1085.228,           0,           0,   364.38636,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1111.470,           0,           0,   364.38636,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1468.618,           0,         477,   364.38636,     0.59513,     0.46889,     1.34589
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1443.631,           0,         477,   364.38636,     0.59513,     0.46889,     1.32300
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1150.469,           0,         477,   364.38636,     0.59513,     0.46889,     1.05433
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1375.651,           0,         477,   364.38636,     0.59513,     0.46889,     1.26070
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1349.334,           0,         477,   364.38636,     0.59513,     0.46889,     1.23658
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1132.108,           0,           0,   403.96772,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1144.611,           0,           0,   403.96772,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1071.509,           0,           0,   403.96772,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1099.625,           0,           0,   403.96772,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1190.009,           0,           0,   403.96772,     0.00000,     0.00000,     0.00000
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1759.171,           0,         502,   403.96772,     0.55115,     0.44111,     1.56014
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1769.529,           0,         502,   403.96772,     0.55115,     0.44111,     1.56933
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1568.316,           0,         502,   403.96772,     0.55115,     0.44111,     1.39088
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1648.749,           0,         502,   403.96772,     0.55115,     0.44111,     1.46221
OMNICIENT   ,SINGLE CELL ,       0.000,           1,           0,0           ,    1454.299,           0,         502,   403.96772,     0.55115,     0.44111,     1.28976
------- 2018-10-27 13:26:29.836706 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-13 19:34:44.520319 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-13 19:39:04.545419 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-13 19:57:05.423667 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
OMNICIENT   ,NO DAMAGING ,   11093.409,         194,        1000,0           ,     262.356,           0,           0,     0.40000,     0.00000,     0.00000,     0.00000
------- 2018-11-13 19:58:49.493359 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
OMNICIENT   ,NO DAMAGING ,   12720.396,         249,        1000,0           ,     519.223,           0,           0,     0.40000,     0.00000,     0.00000,     0.00000
------- 2018-11-21 07:38:48.454515 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     931.615,           0,           0,    18.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     966.130,           0,           0,    18.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     955.506,           0,           0,    18.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,     958.041,           0,           0,    18.20000,     0.00000,     0.00000,     0.00000
OMNICIENT   ,NO DAMAGING ,       0.000,           1,           0,0           ,    1057.514,           0,           0,    18.20000,     0.00000,     0.00000,     0.00000
------- 2018-11-21 07:42:03.526663 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:43:13.526966 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:50:12.343408 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:51:04.804462 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:56:11.696373 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:56:50.759526 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 07:58:10.852290 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:00:16.555952 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:05:26.539057 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:08:00.236141 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:10:44.114878 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:14:12.758793 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:14:57.134879 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:16:41.541025 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:18:03.343387 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:21:11.995365 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:23:47.941287 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
------- 2018-11-21 08:29:45.787650 -------
fph_mode    ,damage_mode ,l_length    ,l_num_sqrs  ,l_time      ,f_aborted   ,f_sr_lnth   ,f_num_trps  ,f_num_dmgd  ,f_totdm_dgr ,f_dmdgr_rio ,f_dmcnt_rio ,f_dmpth_rio 
